songName,artistName,songID,artistID,year,disc,popularity,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Cruces y Flores,Los Piojos,55qa2Ho65KViYaECTZbJOX,0SnyKkoyBaB2fG8IJH4xmU,00,Civilización,31,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.433,0.91,2,-3.436,0.0405,0.0104,0.000139,0.0879,0.728,156.068
Pollo Viejo,Los Piojos,3lHFTIttSra002Lhu9y5Vj,0SnyKkoyBaB2fG8IJH4xmU,00,Civilización,32,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.861,0.638,4,-6.551,0.0332,0.369,0.000956,0.342,0.799,115.994
Pacífico,Los Piojos,2LOw9ga2cBnxffMtqpDj5j,0SnyKkoyBaB2fG8IJH4xmU,00,Civilización,54,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.503,0.767,9,-5.399,0.0298,0.00122,0.00484,0.26,0.484,144.978
Manjar,Los Piojos,6OvU71ak5WQESFPEnJkUO5,0SnyKkoyBaB2fG8IJH4xmU,00,Civilización,38,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.64,0.893,0,-3.872,0.0412,0.0314,2.93e-05,0.0759,0.824,120.011
Civilización,Los Piojos,5yHJCC8kZJe5U691gaYW5R,0SnyKkoyBaB2fG8IJH4xmU,00,Civilización,57,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.781,0.682,9,-6.33,0.0431,0.192,0.0,0.084,0.931,95.01
Ruleta,Los Piojos,3cTcRPhf3Kal3UOmtVpwKo,0SnyKkoyBaB2fG8IJH4xmU,00,Verde Paisaje del Infierno,58,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.56,0.846,9,-5.084,0.0466,0.499,0.0,0.161,0.47,127.906
Verano del 92,Los Piojos,1NXvuBAq48QrxRFQZVmORQ,0SnyKkoyBaB2fG8IJH4xmU,90,3er Arco,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.439,0.852,11,-8.967,0.198,0.259,5.19e-06,0.357,0.276,88.487
El Farolito,Los Piojos,7ip2lBrKUjkb69I8isyqPm,0SnyKkoyBaB2fG8IJH4xmU,90,3er Arco,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.732,0.94,0,-5.567,0.0537,0.0432,0.00249,0.0556,0.925,123.634
You Don't Have To Say You Love Me,Dusty Springfield,1uLwVWTOpMqNkBsjpR1WB8,5zaXYwewAXedKNCff45U5l,00,Complete A And B Sides 1963 - 1970,47,"['adult standards', 'brill building pop', 'british invasion', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'soul']",0.243,0.655,2,-4.597,0.0363,0.659,1.28e-06,0.0821,0.575,111.965
Spooky,Dusty Springfield,3MtP9T0WF4xbIo8vqHYeXM,5zaXYwewAXedKNCff45U5l,60,Dusty... Definitely,67,"['adult standards', 'brill building pop', 'british invasion', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'soul']",0.752,0.445,4,-12.725,0.0338,0.5,0.0,0.0912,0.964,106.283
María y José,Los Piojos,3GNEDUHyjZSDQILwLabcUB,0SnyKkoyBaB2fG8IJH4xmU,00,Verde Paisaje del Infierno,32,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.342,0.947,9,-3.51,0.115,0.0163,6.78e-06,0.187,0.49,191.822
Bicho de Ciudad,Los Piojos,1L9ybuuZdLY3biLEgfN4zB,0SnyKkoyBaB2fG8IJH4xmU,00,Civilización,60,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']",0.632,0.49,2,-6.097,0.0273,0.296,0.0,0.109,0.395,117.973
Caminando,Ciro y los Persas,6NmFRS0KQfYWvC3LrjiGzl,2Eo4Yaukt9d6dnZrY5hQKi,10,27,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.666,0.811,2,-5.245,0.0305,0.0829,0.0,0.12,0.832,112.003
Barón Rojo,Ciro y los Persas,1fPDx9scuSS0BpAhXODhZb,2Eo4Yaukt9d6dnZrY5hQKi,10,27,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.538,0.87,9,-6.946,0.0375,0.00139,0.00673,0.139,0.409,137.046
Tango del Diablo,Ciro y los Persas,7ecBAjx1GU25gkqgFkpIGA,2Eo4Yaukt9d6dnZrY5hQKi,10,27,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.66,0.406,9,-9.836,0.1,0.895,0.000211,0.0983,0.524,112.434
Insisto,Ciro y los Persas,632m4UwpYiBYWdxyZKTN4X,2Eo4Yaukt9d6dnZrY5hQKi,00,Espejos,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.621,0.754,9,-5.768,0.0273,0.0514,8.2e-05,0.0807,0.661,123.994
Vas a Bailar,Ciro y los Persas,6f1qmIb4Q3UelVAktv9O1A,2Eo4Yaukt9d6dnZrY5hQKi,00,Espejos,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.674,0.694,7,-6.522,0.0268,0.237,1.24e-05,0.108,0.559,113.943
Astros,Ciro y los Persas,2EtCfyE2YHstMQXWCw1pUO,2Eo4Yaukt9d6dnZrY5hQKi,10,27,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.558,0.851,0,-6.201,0.0371,0.0249,0.000323,0.0891,0.678,147.965
Antes y Después,Ciro y los Persas,7dVj5UjkSMybmGDCdyVPUt,2Eo4Yaukt9d6dnZrY5hQKi,00,Espejos,0,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']",0.445,0.781,9,-6.614,0.0499,0.0114,5.31e-06,0.109,0.261,149.882
The Mandalorian,Ludwig Goransson,6tJFtthY0rI1x06qb8NjK0,24eDfi2MSYo3A87hCcgpIL,10,The Mandalorian: Chapter 1 (Original Score),60,"['nordic soundtrack', 'orchestral soundtrack', 'soundtrack']",0.417,0.408,5,-13.343,0.0761,0.535,0.655,0.102,0.233,165.799
Legends Never Die,League of Legends,1FpVJ7HpZInE2GvhVE2TwT,47mIJdHORyRerp4os813jD,10,Legends Never Die,77,"['speedrun', 'video game music']",0.498,0.598,4,-6.638,0.0377,0.00786,0.0,0.111,0.0573,140.078
Take Over,League of Legends,7asFSf2pkWNEG3E5EuN1QR,47mIJdHORyRerp4os813jD,20,Take Over,65,"['speedrun', 'video game music']",0.446,0.73,6,-3.916,0.17,0.18,0.0,0.118,0.39,107.918
Welcome To Los Santos,Oh No,5ZZuiMFxl85qakgTZQapsc,5PA6iCCOkq14PpMWWlhJ5T,10,"The Music of Grand Theft Auto V, Vol. 1: Original Music",51,['alternative hip hop'],0.686,0.433,4,-8.9,0.0339,0.239,0.18,0.0898,0.389,88.981
B-A-B-Y,Carla Thomas,35w6fQ0Wnuv7aIryRx7gTq,1QAGLCom3FHTTiuRFsjzOj,60,Carla,54,"['classic soul', 'memphis soul', 'soul', 'southern soul']",0.74,0.301,8,-11.975,0.0467,0.428,0.0,0.0782,0.669,113.61
Easy,Commodores,1JQ6Xm1JrvHfvAqhl5pwaA,6twIAGnYuIT1pncMAsXnEm,70,Commodores,75,"['adult standards', 'disco', 'funk', 'mellow gold', 'quiet storm', 'soft rock', 'soul']",0.589,0.384,10,-15.075,0.0332,0.112,2.8e-05,0.0596,0.354,132.909
Party and Bullshit - 2008 Remaster,The Notorious B.I.G.,6jCGzZn0gFeRlbqdaJhw6T,5me0Irg2ANcsgc93uaYrpb,00,NOTORIOUS Music From and Inspired by the Original Motion Picture,60,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.433,0.862,1,-3.89,0.412,0.193,0.0,0.604,0.722,200.817
Suicidal Thoughts - 2005 Remaster,The Notorious B.I.G.,00t7QTffOR3SA3L1BvSQVq,5me0Irg2ANcsgc93uaYrpb,90,Ready to Die (The Remaster; 2015 Remaster),68,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.604,0.501,5,-10.171,0.425,0.466,9.09e-06,0.091,0.0956,78.61
Juicy - 2005 Remaster,The Notorious B.I.G.,5ByAIlEEnxYdvpnezg7HTX,5me0Irg2ANcsgc93uaYrpb,90,Ready to Die (The Remaster),75,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.889,0.818,9,-4.639,0.253,0.47,0.0,0.179,0.782,96.063
Salsa,Esbabyface,0G8YgiuUXLNrToMKdEVe24,2odRm3D7TlfzEKm5TQPE2G,20,Salsa,0,['urbano espanol'],0.829,0.387,8,-13.892,0.571,0.0446,0.0,0.378,0.791,144.941
Tu Amor,Charly García,6kxtzhAuCVJZVRC3SUri7a,3jO7X5KupvwmWTHGtHgcgo,90,García 87/93,46,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.644,0.49,2,-14.095,0.252,0.375,0.0,0.0733,0.53,176.113
Rezo por Vos,Charly García,3ZMIt1rkP7nFnqwlVDIPVa,3jO7X5KupvwmWTHGtHgcgo,90,García 87/93,42,"['argentine rock', 'latin alternative', 'latin rock', 'post-punk argentina', 'rock en espanol', 'rock nacional']",0.613,0.784,2,-10.718,0.0391,0.129,4.94e-05,0.204,0.456,120.645
Heartbreaker,Pat Benatar,7Crfr7SSFmcxNXi64fKEaB,43mhFhQ4JAknA7Ik1bOZuV,00,Ultimate Collection,43,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",0.463,0.802,1,-2.184,0.078,0.0628,1.94e-05,0.487,0.733,156.205
Do It Again,Steely Dan,2nr6iUHCilKUfyL9CicbQE,6P7H3ai06vU1sGvdpBwDmE,70,Can't Buy A Thrill,0,"['album rock', 'art rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",0.683,0.533,2,-10.253,0.0313,0.206,4.16e-05,0.0525,0.964,124.571
Demolition Man,Sting,69KKF29E5HCRB5yNYpQl4l,0Ty63ceoRnnJKVEYP0VQpk,90,Demolition Man,0,"['permanent wave', 'soft rock', 'sophisti-pop']",0.486,0.886,2,-10.04,0.0837,0.000149,0.00487,0.146,0.566,155.292
B.Y.O.B.,System Of A Down,0EYOdF5FCkgOJJla8DI2Md,5eAWCfyUhZtHHtBdNk56l1,00,Mezmerize,76,"['alternative metal', 'nu metal', 'rap metal']",0.538,0.981,1,-2.688,0.14,0.00662,0.0,0.219,0.711,101.414
"American Woman - 7"" Single Version",The Guess Who,3Brp1GxHcHZzUfHlP5ddOB,0cQuYRSzlItquYxsQKDvVc,70,The Best Of The Guess Who,30,"['album rock', 'art rock', 'blues rock', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'soft rock']",0.556,0.743,9,-10.077,0.0458,0.217,0.000109,0.442,0.763,92.93
Bad Meets Evil,Eminem,7kQ0miyexmevMwUDqTomIN,7dGJo4pcD2V6oG8kP0tJRR,90,The Slim Shady LP,51,"['detroit hip hop', 'hip hop', 'rap']",0.664,0.903,11,-4.449,0.473,0.0328,0.0,0.863,0.608,94.667
I'm Shady,Eminem,3j3XiRDNkaUfINMB99hphS,7dGJo4pcD2V6oG8kP0tJRR,90,The Slim Shady LP,46,"['detroit hip hop', 'hip hop', 'rap']",0.841,0.718,6,-7.098,0.277,0.0315,1.92e-06,0.122,0.728,92.879
Just Don't Give A Fuck,Eminem,2MEvYNn2tRvFDAucAtAKVq,7dGJo4pcD2V6oG8kP0tJRR,90,The Slim Shady LP,61,"['detroit hip hop', 'hip hop', 'rap']",0.539,0.931,4,-1.803,0.262,0.000713,0.0,0.204,0.685,85.571
Role Model,Eminem,0EtirusGt3LivUmALXSMVe,7dGJo4pcD2V6oG8kP0tJRR,90,The Slim Shady LP,65,"['detroit hip hop', 'hip hop', 'rap']",0.865,0.589,7,-4.224,0.258,0.0218,4.6e-06,0.04,0.776,91.968
Brain Damage,Eminem,099MPsZhn5HkEUNlpA89rK,7dGJo4pcD2V6oG8kP0tJRR,90,The Slim Shady LP,56,"['detroit hip hop', 'hip hop', 'rap']",0.866,0.599,2,-7.903,0.163,0.00917,0.0,0.0655,0.831,94.982
Beat It,Michael Jackson,1OOtq8tRnDM8kG2gqUPjAj,3fMbdgg4jU18AjLCKBhRSm,00,Thriller 25 Super Deluxe Edition,81,"['pop', 'r&b', 'soul']",0.776,0.867,3,-3.704,0.0479,0.0495,7.92e-06,0.197,0.918,138.827
One Way Or Another - Remastered 2001,Blondie,4cQJ27R11K634x5qCOwKW5,4tpUmLEVLCGFr93o8hFFIB,70,Parallel Lines (Remastered),67,"['candy pop', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']",0.45,0.914,2,-5.4,0.0607,0.0305,1.42e-05,0.152,0.904,162.487
pov,Ariana Grande,3UoULw70kMsiVXxW0L3A33,66CXWjxzNUsdJxJ2JdwvnR,20,Positions,76,"['dance pop', 'pop']",0.487,0.534,0,-5.664,0.0555,0.36,0.0,0.1,0.173,131.798
34+35,Ariana Grande,6Im9k8u9iIzKMrmV7BWtlF,66CXWjxzNUsdJxJ2JdwvnR,20,Positions,80,"['dance pop', 'pop']",0.83,0.585,0,-6.476,0.094,0.237,0.0,0.248,0.485,109.978
positions,Ariana Grande,35mvY5S1H3J2QZyna3TFe0,66CXWjxzNUsdJxJ2JdwvnR,20,Positions,83,"['dance pop', 'pop']",0.737,0.802,0,-4.771,0.0878,0.468,0.0,0.0931,0.682,144.015
"thank u, next",Ariana Grande,3e9HZxeyfWwjeyPAMmWSSQ,66CXWjxzNUsdJxJ2JdwvnR,10,"thank u, next",82,"['dance pop', 'pop']",0.717,0.653,1,-5.634,0.0658,0.229,0.0,0.101,0.412,106.966
Gimme More,Britney Spears,6ic8OlLUNEATToEFU3xmaH,26dSoYclwsYLMAKD3tpOr4,00,Blackout,78,"['dance pop', 'pop']",0.788,0.844,2,-3.131,0.0334,0.25,0.000678,0.0723,0.382,113.324
Oops!...I Did It Again,Britney Spears,6naxalmIoLFWR0siv8dnQQ,26dSoYclwsYLMAKD3tpOr4,00,Oops!... I Did It Again,78,"['dance pop', 'pop']",0.751,0.834,1,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053
Blade of the Ruined King,Pentakill,2dtEUjoZTHwYtghVKt4Ewl,2qcGTB5s2t9o2w9SrI719s,10,II: Grasp of the Undying,45,"['melodic power metal', 'power metal']",0.134,0.864,5,-6.511,0.108,0.00522,0.884,0.122,0.27,75.471
Infinity Edge,Pentakill,43D7G1IUQdqmnrQ0miHjVV,2qcGTB5s2t9o2w9SrI719s,10,II: Grasp of the Undying,44,"['melodic power metal', 'power metal']",0.369,0.975,6,-5.179,0.122,1.19e-05,0.000114,0.133,0.438,180.227
Thornmail,Pentakill,0uRmp590KzGFdXI4shDV3x,2qcGTB5s2t9o2w9SrI719s,10,Smite and Ignite,44,"['melodic power metal', 'power metal']",0.439,0.88,4,-5.819,0.0589,1.16e-05,0.00632,0.14,0.268,90.021
Last Whisper,Pentakill,5CqRnqaQI4cg4KStMa7XQO,2qcGTB5s2t9o2w9SrI719s,10,Smite and Ignite,46,"['melodic power metal', 'power metal']",0.4,0.905,9,-4.904,0.0585,6.67e-05,0.0497,0.0696,0.253,140.015
Deathfire Grasp,Pentakill,2TpIrrYN70VjU651xOsJzJ,2qcGTB5s2t9o2w9SrI719s,10,Smite and Ignite,52,"['melodic power metal', 'power metal']",0.366,0.86,9,-4.952,0.0687,0.000106,0.161,0.351,0.276,160.069
Lightbringer,Pentakill,7ixYgkcd8aptv5bBAmQXYF,2qcGTB5s2t9o2w9SrI719s,10,Smite and Ignite,57,"['melodic power metal', 'power metal']",0.336,0.92,4,-5.872,0.0983,0.000101,0.0145,0.111,0.285,160.23
Mortal Reminder,Pentakill,2hMng3Va9y65zNzKefarHh,2qcGTB5s2t9o2w9SrI719s,10,II: Grasp of the Undying,55,"['melodic power metal', 'power metal']",0.407,0.956,5,-5.482,0.0923,4.11e-05,5.07e-05,0.114,0.335,160.0
...Baby One More Time,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,26dSoYclwsYLMAKD3tpOr4,90,...Baby One More Time (Digital Deluxe Version),78,"['dance pop', 'pop']",0.759,0.699,0,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96
Toxic,Britney Spears,6I9VzXrHxO9rA9A5euc8Ak,26dSoYclwsYLMAKD3tpOr4,00,In The Zone,81,"['dance pop', 'pop']",0.774,0.838,5,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04
"Cantina Band - From ""Star Wars: A New Hope""",London Voices,2zF7IDI6UsLXpwl3FjukPS,7y3ULlnKKpeZ4JOKMAJQzK,10,Star Wars Sampler,45,['british choir'],0.688,0.582,0,-10.536,0.149,0.161,0.00147,0.0532,0.754,131.501
The Time Is Now,John Cena,4sjjV02cN3nDOIZPJabEgM,0CV4DAO1wV3ikZGYIkMtmh,00,WWE: You Can't See Me,48,['wrestling'],0.594,0.895,8,-7.969,0.231,0.0379,1.06e-06,0.259,0.407,174.148
Krusty Krab Spongebob Trap Remix Vine Theme,William Jacobs,79VupVk4BWNqYcfXe5oVOh,2T2raS4QdsQxb9lb3qGuz7,10,Krusty Krab Spongebob Trap Remix Vine Theme,48,[],0.707,0.272,7,-10.7,0.494,0.818,9.67e-05,0.362,0.985,108.274
YMCA - Original Version 1978,Village People,54OR1VDpfkBuOY5zZjhZAY,0dCKce6tJJdHvlWnDMwzPW,70,YMCA,70,['disco'],0.723,0.969,6,-4.516,0.142,0.0643,0.0,0.115,0.728,126.653
Dance Til Your Dead,Lil Memer,53Ct2IFxSJXbtcH1C3aJru,1fvvJI9jOyh1V5Cjb3hbHs,10,Dance Til Your Dead,0,['meme rap'],0.632,0.5,1,-16.267,0.369,0.00128,0.33,0.051,0.93,155.086
Nash Gimn,Hard Bass School,0QrblSNhFWUke8aGCVngK3,5H8ZNi2r1xkfNC3HRkoOmZ,10,The Album (Mixed),49,"['hard bass', 'russian rave']",0.814,0.968,1,-4.423,0.235,0.0153,0.00125,0.359,0.626,150.036
Narkoman,Hard Bass School,7ziHShe74mFSSwjWKQKut2,5H8ZNi2r1xkfNC3HRkoOmZ,10,Narkoman,37,"['hard bass', 'russian rave']",0.753,0.929,2,-0.486,0.111,0.115,0.013,0.0534,0.574,150.071
U Got That,Halogen,55gKq9bOAPRAcOQInZ76tH,0Za5KjrhmN4OYMr04f3g1e,10,U Got That,59,['meme rap'],0.699,0.895,1,-6.206,0.118,0.0197,0.679,0.103,0.233,123.961
DotA - Radio Edit,Basshunter,6HjtZWIo0bh0KLD8Tq4ujR,37DdwREpvvQHmGLFEZ4h0Q,00,LOL (2008 yellow bonus version/no videos_France),56,"['dance pop', 'eurodance', 'europop']",0.46,0.962,0,-6.447,0.112,0.0084,0.00199,0.186,0.532,140.047
Twisted Nerve,Bernard Herrmann,3Y9wdXMh6sNt9fUwUqTqb7,5bUj39bg0zEbRzjUEISMG9,00,Kill Bill Vol. 1 Original Soundtrack (PA Version),54,"['classic soundtrack', 'soundtrack']",0.622,0.166,4,-14.063,0.0588,0.982,0.109,0.111,0.224,115.022
Notorious Thugs - 2014 Remaster,The Notorious B.I.G.,19FsxX4RthRMZGfXkImdCb,5me0Irg2ANcsgc93uaYrpb,90,Life After Death (2014 Remastered Edition),67,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.704,0.873,11,-4.057,0.144,0.121,5.12e-06,0.24,0.742,154.914
Honesty,Billy Joel,5iteQZfH6xKjrm7tA3cU6h,6zFYqv1mOsgBRQbae3JJ9e,00,The Essential Billy Joel,47,"['classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.549,0.419,10,-9.295,0.0309,0.403,0.0,0.107,0.232,135.493
California Love,2Pac,6ayeqYtOtwVhqVB6k6MKoh,1ZwdS5xdxEREPySFridCfh,10,California Love,49,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",0.656,0.882,0,-3.011,0.0941,0.033,0.0,0.67,0.782,91.661
Fooled Around And Fell In Love,Elvin Bishop,6BJTagJUFeUxHpVWxTmatw,2G1yVp387GlUf9yvLk6V11,90,Boogie Nights #2 (More Music From The Original Motion Picture),55,"['blues rock', 'country rock', 'electric blues', 'soft rock', 'southern rock']",0.634,0.796,10,-6.374,0.031,0.0427,0.0309,0.155,0.565,113.475
Miserlou,Dick Dale & His Del-Tones,5ZKPYfrfPDMnppinW3Rzxp,7J77vP6EbI63lB3snZeRj4,00,Surfer's Choice,47,['surf music'],0.295,0.917,4,-8.008,0.052,0.00928,0.728,0.28,0.622,173.316
We're a Happy Family - 2017 Remaster,Ramones,0mdK3JX6alyYa5jMrgSiip,1co4F2pPNH8JjTutZkmgSm,70,Rocket to Russia (40th Anniversary Deluxe Edition),39,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",0.378,0.972,4,-2.987,0.0344,0.00139,0.303,0.678,0.96,184.609
Io non mi sento italiano,Giorgio Gaber,70A4ahKy4VukH43dbG4Qc0,7sjeFi52xnDK82OfIhUOqU,00,Io non mi sento Italiano,43,"[""canzone d'autore"", 'classic italian pop', 'folk rock italiano', 'italian adult pop', 'italian alternative', 'musica lombarda']",0.847,0.623,2,-7.758,0.0566,0.15,0.0,0.0644,0.909,131.998
Evil Ways,Santana,5tmrnhMxx39jnu3kjopMdP,6GI52t8N5F02MxU0g5U69P,60,Santana (Legacy Edition),61,"['blues rock', 'classic rock', 'mexican classic rock']",0.704,0.528,5,-13.382,0.0358,0.22,0.35,0.14,0.73,117.472
Hot Stuff,Donna Summer,6RVevoPzbGygqvm6LxHAuf,2eogQKWWoohI3BSnoG7E2U,80,The Dance Collection,0,"['dance pop', 'disco', 'hi-nrg', 'new wave pop']",0.797,0.738,0,-13.87,0.0341,0.00254,0.132,0.0433,0.964,120.494
Happy Together,The Turtles,1JO1xLtVc8mWhIoE3YaCL0,2VIoWte1HPDbZ2WqHd2La7,60,Happy Together,75,"['brill building pop', 'bubblegum pop', 'classic rock', 'folk rock', 'psychedelic rock']",0.584,0.367,6,-9.638,0.0328,0.55,1.38e-05,0.0818,0.588,120.175
Fuck Tha Police,N.W.A.,5n8Aro6j1bEGIy7Tpo7FV7,4EnEZVjo3w1cwcQYePccay,80,Straight Outta Compton,70,"['conscious hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'west coast rap']",0.859,0.75,8,-8.325,0.303,0.0193,0.0,0.0538,0.857,98.691
The Streets - Re-Twist,WC,5a251qN4R86hro8UZGuO4E,3NgwMzys77S7sgfh2W5k0V,00,Ghetto Heisman,59,"['gangster rap', 'hip hop', 'rap', 'west coast rap']",0.92,0.811,4,-2.892,0.117,0.159,0.0026,0.0935,0.602,97.117
Rap Phenomenon (feat. Redman & Methodman) - 2005 Remaster,The Notorious B.I.G.,4m9Iudipxb9gpGNLG2LoQs,5me0Irg2ANcsgc93uaYrpb,90,Born Again,49,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",0.557,0.851,1,-5.852,0.419,0.0728,0.0,0.437,0.86,172.678
Son Of A Preacher Man,Dusty Springfield,6ek9SiEj5a65WIs2EV7qiM,5zaXYwewAXedKNCff45U5l,60,Dusty In Memphis,74,"['adult standards', 'brill building pop', 'british invasion', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'soul']",0.404,0.43,4,-12.327,0.224,0.538,0.0,0.0802,0.641,180.061
I Wanna Rock,Twisted Sister,70Z9t1qhytWtG4cCmmi7mU,7b85ve82Sh36a3UAx74wut,80,Stay Hungry,72,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",0.504,0.911,2,-2.97,0.0738,0.00512,0.0123,0.355,0.671,106.244
You're My World,Helen Reddy,7Iy9xMcBIzHvuQtYrU0MZn,0Sq7oGrYEe0BDmb13wgjOO,70,Ear Candy,53,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",0.407,0.528,6,-7.276,0.043,0.17,0.00212,0.0987,0.438,107.74
Supersonic Rocket Ship,The Kinks,7DTfOX4SIuMMt33sSVvLRr,1SQRv42e4PjEYfPhS0Tk9E,70,Everybody's in Show-Biz,0,"['album rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']",0.622,0.43,7,-15.587,0.0434,0.863,0.0217,0.118,0.882,148.219
Ballin,Logic,17N5FdRwJuv3UXQ7MHnbhF,4xRYI6VqpkE3UwrDrAZL8L,10,Uncle Drew (Original Motion Picture Soundtrack),69,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0.737,0.854,3,-6.414,0.221,0.0475,0.0,0.0905,0.65,150.621
Keanu Reeves,Logic,3PYx9Wte3jwb48V0wArMOy,4xRYI6VqpkE3UwrDrAZL8L,10,Confessions of a Dangerous Mind,64,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0.712,0.891,2,-6.457,0.24,0.0557,0.0,0.134,0.799,170.13
Perfect,Logic,5jbDih9bLGmI8ycUKkN5XA,4xRYI6VqpkE3UwrDrAZL8L,20,No Pressure,67,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",0.769,0.829,0,-5.228,0.0661,0.00948,6.65e-05,0.301,0.648,159.943
"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 - ""Moonlight"": III. Presto agitato",Ludwig van Beethoven,2OQzVmgl8WoNEYDdOLSEOf,2wOqMjp9TyABvtHdOSOTUS,80,Beethoven: The Piano Sonatas,53,"['classical', 'classical era', 'early romantic era', 'german romanticism']",0.287,0.0855,6,-24.19,0.0481,0.992,0.888,0.105,0.114,156.795
"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",Ludwig van Beethoven,5xVoh2cUjYz6XVwfiZbdXA,2wOqMjp9TyABvtHdOSOTUS,20,The Best Beethoven,37,"['classical', 'classical era', 'early romantic era', 'german romanticism']",0.238,0.0491,9,-27.704,0.0418,0.985,0.948,0.108,0.105,132.829
You're Only Human (Second Wind),Billy Joel,4aaOblwrIiVnScKL51pGdo,6zFYqv1mOsgBRQbae3JJ9e,80,Greatest Hits Volume I & Volume II,50,"['classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.759,0.795,3,-8.713,0.062,0.0356,1.12e-05,0.0678,0.877,130.803
"Gonna Fly Now - Theme From ""Rocky""",Bill Conti,7iXYRR70wewzVYzWScm99j,272ygo5fv9cYsiCLcV0HV2,70,Rocky (Original Motion Picture Score),61,"['classic soundtrack', 'theme']",0.434,0.722,0,-6.388,0.0351,0.462,0.773,0.05,0.453,95.637
Big Shot,Billy Joel,22wxe2Yc9JzihICXYLGAQ7,6zFYqv1mOsgBRQbae3JJ9e,70,52nd Street,57,"['classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.52,0.737,0,-11.715,0.0972,0.156,7.55e-06,0.0866,0.728,149.861
Only the Good Die Young,Billy Joel,2xabqm0YNQCTcPteQjJ22K,6zFYqv1mOsgBRQbae3JJ9e,70,The Stranger,55,"['classic rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",0.579,0.872,0,-6.126,0.159,0.159,0.0,0.0935,0.761,76.214
