songName,artistName,songID,artistID,year,disc,popularity,genres,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
WTFIGO,Bo Burnham,0cfNEqzmmkdYDOnmqTBUSM,2Waw2sSbqvAwK8NwACNjVo,20,INSIDE (DELUXE),41,['comic'],0.638,0.473,0,-6.973,0.0383,0.697,0.0,0.0939,0.97,199.861
The Future,Bo Burnham,3ZgkHIgcgODwxIodCRRrzH,2Waw2sSbqvAwK8NwACNjVo,20,INSIDE (DELUXE),49,['comic'],0.723,0.918,0,-5.858,0.0359,0.542,0.0,0.0946,0.826,140.061
We Are Not Alone,Karla Devito,2LlSDOYVM6bkud0xynIEhf,15CMKIUPCTqlhDIDzUdx5p,80,The Breakfast Club,42,[],0.635,0.78,8,-11.888,0.0456,0.0382,0.000146,0.417,0.643,96.599
New Rose,The Damned,55TeO50ytH96i93yihdNJE,6VeL8VhaMjHTPc5uovFl3h,70,Damned Damned Damned (30th Anniversary Expanded Edition),48,"['alternative rock', 'gothic rock', 'hardcore punk', 'new wave', 'post-punk', 'pub rock', 'punk', 'punk blues']",0.19,0.964,1,-7.711,0.101,0.00549,3.93e-05,0.33,0.295,173.578
Elephant Bones,That Handsome Devil,7JjHYNB8lwJbNaq25ZRaFF,3MIk8tAIzBQ5iZWmlVLCCT,00,That Handsome Devil,41,"['comic', 'steampunk']",0.658,0.886,1,-5.865,0.0804,0.00201,0.00162,0.232,0.937,159.999
No One Knows,Queens of the Stone Age,5VVuxxuQIJD0pjjFls1DKL,4pejUc4iciQfgdX6OKulQn,00,No One Knows (International Version),0,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",0.518,0.538,0,-5.818,0.0486,0.0137,0.000398,0.141,0.687,170.953
NEW MAGIC WAND,"Tyler, The Creator",0fv2KH6hac06J86hBUTcSf,4V8LLVI7PbaPR0K2TGSxFF,10,IGOR,81,"['hip hop', 'rap']",0.621,0.73,5,-5.414,0.107,0.0967,0.000131,0.673,0.464,139.566
Bennie And The Jets - Remastered 2014,Elton John,3iJxloILmOu2NIRZ0OGyui,3PhoLpVuITZKcymswpck5b,70,Goodbye Yellow Brick Road (40th Anniversary Celebration/ Super Deluxe Edition),0,"['glam rock', 'mellow gold', 'piano rock']",0.666,0.668,0,-7.961,0.0523,0.251,5.77e-06,0.499,0.765,132.666
Tiny Dancer - Remastered,Elton John,5fP7YHDNkIwh3F7zPPgEdB,3PhoLpVuITZKcymswpck5b,10,Diamonds (Deluxe),0,"['glam rock', 'mellow gold', 'piano rock']",0.407,0.428,0,-10.676,0.027,0.391,0.000182,0.107,0.251,145.638
Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,2zvot9pY2FNl1E94kc4K8M,3PhoLpVuITZKcymswpck5b,70,Honky Chateau (Remastered),0,"['glam rock', 'mellow gold', 'piano rock']",0.601,0.532,10,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571
LOVE. FEAT. ZACARI.,Kendrick Lamar,6PGoSes0D9eUDeeAafB2As,2YZyLoL8N0Wb9xBt1NhZWg,10,DAMN.,82,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.8,0.585,10,-7.343,0.0924,0.264,0.0,0.153,0.779,126.058
Rhythm Of The Night,DeBarge,5yGTQzYbEdY6B9RFZJypgt,6is2U7I1jlI8PjxNZOHIMV,80,Rhythm Of The Night,65,"['contemporary r&b', 'disco', 'funk', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",0.707,0.759,11,-12.328,0.046,0.0769,2.84e-05,0.0775,0.955,115.142
Black or White - Single Version,Michael Jackson,6wdviVWctiZnY6tVn6bh6A,3fMbdgg4jU18AjLCKBhRSm,00,Number Ones,65,"['pop', 'r&b', 'soul']",0.759,0.927,9,-2.768,0.051,0.11,0.029,0.374,0.96,115.075
Father Time (feat. Sampha),Kendrick Lamar,4xIhSUJantE6BMl3u8dtCJ,2YZyLoL8N0Wb9xBt1NhZWg,20,Mr. Morale & The Big Steppers,24,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.514,0.779,10,-4.365,0.344,0.181,0.0,0.099,0.517,152.869
United In Grief,Kendrick Lamar,05zd5Nv0e02ZqrlC8A2cwx,2YZyLoL8N0Wb9xBt1NhZWg,20,Mr. Morale & The Big Steppers,27,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.529,0.845,8,-8.142,0.404,0.244,0.0,0.143,0.331,85.63
"Divertimento in D Major, K. 136 ""Salzburg Symphony No. 1"": I. Allegro",Wolfgang Amadeus Mozart,1GUa8Gk0WKVubtJp8c6QWK,4NJhFmfw43RLBLjQvxDuRS,00,"Doderer, J.: Mon Cher Cousin / Stamitz, C.: Cello Concerto No. 1 / Mozart, W.A.: Divertimento, ""Salzburg Symphony No. 1""",0,"['classical', 'classical era']",0.434,0.15,2,-21.355,0.0424,0.773,0.905,0.11,0.465,137.118
"Cello Concerto No. 1 in C Major, Hob. VIIb:1: II. Adagio",Joseph Haydn,3cc1BpGtocKOEnROApTv8M,656RXuyw7CE0dtjdPgjJV6,80,Haydn: Cello Concertos (Remastered),48,"['classical', 'classical era']",0.0859,0.0653,5,-24.541,0.0572,0.972,0.889,0.0876,0.068,61.538
The Firebird (L'oiseau De Feu) - Suite (1919): Finale,Igor Stravinsky,0mTUTkFQ2MxmUHFL8EdfeR,7ie36YytMoKtPiL7tUvmoE,00,Stravinsky: The Firebird (Ballet Suite),45,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']",0.123,0.225,4,-16.798,0.0351,0.73,0.509,0.0658,0.055,78.132
"Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 13, Waltz of the Flowers",Pyotr Ilyich Tchaikovsky,0CJuLeZpCdqrqoCMXWZw8k,3MKCzCnpzw3TjUYs2v7vDA,10,Tchaikovsky: The Nutcracker,59,"['classical', 'late romantic era', 'russian romanticism']",0.149,0.128,2,-20.459,0.0462,0.944,0.928,0.0703,0.113,47.362
"Main Title - From The ""Game Of Thrones"" Soundtrack",Ramin Djawadi,2q6fxAvSpqXR4jx9Ne7RGz,1hCkSJcXREhrodeIHQdav8,10,Game Of Thrones (Music From The HBO Series),61,"['german soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']",0.197,0.603,5,-16.116,0.0454,0.302,0.794,0.106,0.232,169.881
Brighton Rock,Queen,1iuhEXBXmyOE01K6212CoN,1dfeR4HaWDbWqFHLkxsg1d,10,Baby Driver (Music from the Motion Picture),0,"['classic rock', 'glam rock', 'rock']",0.355,0.846,11,-8.197,0.384,0.367,0.0178,0.695,0.394,137.423
Let's Go Away For Awhile,The Beach Boys,7ywctb5E95XqAw9mePzxa2,3oDbviiivRWhXwIE8hxkVV,10,Baby Driver (Music from the Motion Picture),0,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",0.319,0.395,10,-10.443,0.0254,0.11,0.686,0.165,0.118,88.522
Harlem Shuffle,Bob & Earl,39Xb2mnMH7w8rpg5S3u9FS,2gOghlWpnfwGGip7S1cMuq,10,Harlem Shuffle,41,['classic soul'],0.646,0.804,5,-8.007,0.0426,0.55,0.0484,0.0584,0.766,117.612
Dream On,Gregg Bissonette,0cMnTQQfuL10cHQilKBV3L,2eBaOuE2ZujGVsgpd9aE7Q,00,Guitar Gods: The Classic Rock Anthems,50,['deep jazz fusion'],0.284,0.615,5,-7.163,0.0305,0.00675,1.35e-05,0.0975,0.247,156.054
Breaking the Law,Judas Priest,2RaA6kIcvomt77qlIgGhCT,2tRsMl4eGxwoNabM08Dm4I,80,British Steel,71,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'power metal', 'rock']",0.362,0.961,2,-5.664,0.0857,0.024,9.35e-06,0.159,0.491,164.019
Ace of Spades,Motörhead,6EPRKhUOdiFSQwGBRBbvsZ,1DFr97A9HnbV3SKTJFu62M,80,Ace of Spades (Expanded Edition),74,"['album rock', 'hard rock', 'metal', 'rock', 'speed metal']",0.342,0.91,4,-7.748,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452
Life is a Highway,Rascal Flatts,5gB2IrxOCX2j9bMnHKP38i,0a1gHP0HAqALbEyxaD5Ngn,00,Cars (Original Motion Picture Soundtrack),72,"['contemporary country', 'country', 'country road']",0.562,0.934,5,-5.562,0.0607,0.00211,0.0,0.199,0.558,103.042
I've Got My Mind Set on You,James Ray,6T6BGvk5HKynBRsE6emJed,5DG3ZUxWmaQySIbGHdq03J,20,James Ray Greatest Hits,35,[],0.618,0.677,5,-7.83,0.0566,0.63,8.15e-06,0.117,0.78,84.33
Your Obedient Servant,Leslie Odom Jr.,6SHI6STEW51cQkAXBRpLNj,3cR4rhS2hBWqI7rJEBacvN,10,Hamilton (Original Broadway Cast Recording),60,"['broadway', 'hollywood', 'show tunes', 'vocal jazz']",0.736,0.37,5,-11.072,0.502,0.293,0.0,0.042,0.619,165.908
The Election of 1800,Daveed Diggs,0LpHC9mhPAQC98IjXZIrif,3twuAojvYNrlWZpMkxLm3P,10,Hamilton (Original Broadway Cast Recording),59,['alternative hip hop'],0.731,0.42,10,-10.199,0.462,0.319,0.0,0.306,0.645,67.426
Venom - Music From The Motion Picture,Eminem,3kpYJjvM8Ja6btr5hEJLWc,7dGJo4pcD2V6oG8kP0tJRR,10,Venom (Music From The Motion Picture),73,"['detroit hip hop', 'hip hop', 'rap']",0.75,0.789,0,-5.058,0.0647,0.0148,0.0,0.501,0.467,135.954
CORSO,"Tyler, The Creator",46oHvXwpEZOFX518we1nJD,4V8LLVI7PbaPR0K2TGSxFF,20,CALL ME IF YOU GET LOST,66,"['hip hop', 'rap']",0.703,0.845,10,-4.851,0.337,0.169,0.0,0.122,0.745,97.672
Collard Greens,ScHoolboy Q,0zO8ctW0UiuOefR87OeJOZ,5IcR3N7QB1j6KBL8eImZ8m,10,Oxymoron (Deluxe),76,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0.825,0.575,11,-4.87,0.0633,0.025,9.94e-06,0.205,0.65,153.954
The Sky Is A Neighborhood,Foo Fighters,3kdMzXOcrDIdSWLdONHNK5,7jy3rLJdDQY21OgRLCZ9sD,10,Concrete and Gold,63,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0.357,0.549,11,-7.843,0.0698,0.000798,0.00485,0.22,0.531,130.749
Dang! (feat. Anderson .Paak),Mac Miller,5iUQMwxUPdJBFeGkePtM66,4LLpKhyESsyAXpc4laK94U,10,The Divine Feminine,72,"['hip hop', 'pittsburgh rap', 'rap']",0.836,0.67,5,-6.907,0.23,0.00826,0.000355,0.0837,0.556,107.018
Kids Turned Out Fine,A$AP Rocky,0qp8MuZNKelOGTK2HPlXBA,13ubrt8QOOCPljQ2FL1Kca,10,TESTING,59,"['east coast hip hop', 'hip hop', 'rap']",0.302,0.669,1,-9.404,0.238,0.275,3.58e-05,0.369,0.127,164.8
Around the World,Daft Punk,1pKYYY0dkg23sQQXi0Q5zN,4tZwfgrHOc3mvqYlEYSvVi,90,Homework,73,"['electro', 'filter house']",0.956,0.795,7,-5.311,0.15,0.00356,0.889,0.0906,0.841,121.294
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,2Foc5Q5nqNiosCNqttzHof,4tZwfgrHOc3mvqYlEYSvVi,10,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],81,"['electro', 'filter house']",0.794,0.811,6,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047
Huit octobre 1971,Cortex,2CsnpBAB8VQMTyPuws57ao,7EhUXju6pssa8o3CvFJTew,70,Troupeau bleu,59,['jazz funk'],0.512,0.661,2,-10.514,0.0683,0.219,0.855,0.155,0.778,82.006
Cite tango,Astor Piazzolla,5cK6GeMQHQZxfkbA3uOOUB,7dsugSamBB7enWE2IrlbFg,00,Tango & Tangueros,28,"['bandoneon', 'latin classical', 'nuevo tango', 'tango']",0.549,0.444,9,-5.803,0.0367,0.534,0.474,0.0963,0.289,119.348
The KKK Took My Baby Away - 2002 Remaster,Ramones,0N8c4Yf3gp8KnngZggvpqi,1co4F2pPNH8JjTutZkmgSm,80,Pleasant Dreams (Expanded 2005 Remaster),51,"['classic rock', 'early us punk', 'permanent wave', 'punk', 'rock', 'skate punk']",0.54,0.928,8,-3.811,0.119,0.517,0.0,0.0674,0.517,151.635
I Want To Marry A Lighthouse Keeper,Shorty Long,0HFcYjn2azNzoHeVN2arnr,2aJC0GVDp9BwwQgXUjZ65K,00,Chickenboxer,31,[],0.768,0.646,9,-6.177,0.0414,0.77,0.000612,0.067,0.973,115.737
Axman Jazz (Don't Scare Me Papa),Squirrel Nut Zippers,3URtnxK7w7Rn4EEBnH4yt2,0LIll5i3kwo5A3IDpipgkS,10,Beasts of Burgundy,36,"['north carolina roots', 'swing']",0.68,0.826,11,-5.059,0.128,0.038,0.67,0.0717,0.405,110.136
Devil Man,Platina Jazz,6T9VR247vIn5Hl47gzN0qC,5MhL5v5b7XSLDIwNgLtwwQ,10,Platina Jazz - Anime Standards Vol.5 -,38,[],0.505,0.463,1,-6.737,0.0455,0.641,0.00105,0.123,0.645,114.959
RELIGIOUS MAN,Mister Loco,1uxYJWdOLNp2Aa1vE1bYG1,3Db71fMKD6BBlGWWthffOn,20,"Religious Man (I am, I am)",28,[],0.57,0.683,2,-7.327,0.0537,0.258,0.0,0.125,0.776,87.061
Just Jammin',Gramatik,53qU2K55RJgfs9F50irpB3,179BpmLkQCRIoU68Co80f5,00,SB2,53,"['downtempo', 'jazz boom bap', 'jazztronica', 'livetronica', 'slovenian electronic', 'trip hop']",0.815,0.681,10,-5.785,0.0854,0.0675,0.012,0.117,0.803,90.008
Heart Don't Stand a Chance,Anderson .Paak,25GlFJq5QNAXyVgJvCZ4Mf,3jK9MiCrA42lLAdMGUZpwa,10,Malibu,59,['escape room'],0.685,0.545,7,-6.189,0.061,0.173,1.44e-05,0.237,0.506,94.061
Boogie Wonderland,"Earth, Wind & Fire",6ztstiyZL6FXzh4aG46ZPD,4QQgXkCYTt3BlENzhyNETg,70,I Am,75,"['disco', 'funk', 'jazz funk', 'quiet storm', 'soul']",0.802,0.756,2,-10.791,0.0349,0.0843,0.00765,0.0521,0.963,131.715
Girlfriend Is Better - 2005 Remaster,Talking Heads,6VyR9z26oKw6BvlwSjqvoY,2x9SpqnPi8rlE9pjHBwmSC,80,Speaking in Tongues (Deluxe Version),51,"['art punk', 'art rock', 'dance rock', 'funk rock', 'new wave', 'permanent wave', 'post-punk', 'rock', 'zolo']",0.865,0.752,7,-6.493,0.0941,0.0892,0.000626,0.0401,0.966,118.649
St. Thomas,Sonny Rollins,0zQE77yszbyv61M4NboU2u,1VEzN9lxvG6KPR3QQGsebR,50,Saxophone Colossus,47,"['bebop', 'big band', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",0.541,0.607,0,-8.435,0.0438,0.727,0.442,0.0997,0.754,104.96
Moanin',Charles Mingus,3rFzc8CLVDZ7OOtFa2jPYP,1W8TbFzNS15VwsempfY12H,60,Blues & Roots,46,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'electric bass', 'free jazz', 'hard bop', 'jazz', 'jazz double bass', 'jazz fusion']",0.488,0.476,5,-10.316,0.0497,0.438,0.000279,0.11,0.583,110.951
